City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
700,Kochki,RU,54.3358,80.4806,60.78,49,4,7.58,clear sky
701,Korla,CN,41.7597,86.1469,78.31,26,50,4.12,scattered clouds
702,Birao,CF,10.2849,22.7882,74.95,88,90,5.21,overcast clouds
703,Mezen,RU,65.8522,44.24,53.85,73,97,11.3,overcast clouds
704,Baza,ES,37.4907,-2.7726,81.73,60,87,6.31,overcast clouds
705,Beyneu,KZ,45.3167,55.2,87.66,21,10,11.32,clear sky
706,Pangnirtung,CA,66.1451,-65.7125,50.0,66,75,2.3,broken clouds
707,Irbit,RU,57.6705,63.071,67.19,64,10,5.59,clear sky
708,Itarema,BR,-2.9248,-39.9167,87.85,52,27,17.69,scattered clouds
709,Sorong,ID,-0.8833,131.25,78.55,85,100,3.71,light rain
710,Casa Nova,BR,-9.4167,-41.1333,86.0,33,5,11.59,clear sky
711,Salisbury,GB,51.0693,-1.7957,73.81,43,75,13.8,broken clouds
712,Kurumkan,RU,54.3,110.3,43.03,68,52,4.45,broken clouds
